Var1_ 1,Var1_ 2,Var1_ 3,Var1_ 4,Var1_ 5,Var1_ 6,Var1_ 7,Var1_ 8,Var1_ 9,Var1_10,Var1_11,Var1_12
1003,257,-135,-671,409,58,-899,-950,-1109,-1304,435,1965
993,244,-138,-660,406,50,-897,-951,-1101,-1300,437,1968
997,238,-148,-659,413,42,-900,-955,-1093,-1297,431,1963
1007,242,-154,-666,421,41,-904,-958,-1090,-1296,432,1964
1015,249,-155,-673,425,44,-910,-959,-1085,-1295,435,1966
1006,237,-158,-663,422,37,-910,-958,-1084,-1294,434,1965
1003,237,-155,-661,419,38,-899,-944,-1069,-1282,439,1970
1014,230,-173,-663,434,26,-896,-938,-1061,-1275,447,1977
1017,201,-205,-650,451,-5,-892,-928,-1051,-1264,465,1994
1017,156,-250,-628,474,-50,-882,-917,-1042,-1254,468,1995
1008,93,-304,-592,496,-108,-866,-902,-1031,-1241,475,2000
1018,66,-341,-583,520,-140,-850,-885,-1015,-1223,492,2014
1037,72,-354,-596,536,-144,-841,-870,-1000,-1208,506,2026
1037,67,-359,-593,538,-149,-847,-874,-1002,-1210,501,2020
1046,76,-359,-602,543,-144,-858,-885,-1011,-1218,497,2013
1046,82,-353,-605,540,-138,-861,-886,-1010,-1218,500,2013
1032,81,-340,-598,526,-132,-865,-890,-1013,-1223,497,2009
1037,106,-320,-613,519,-110,-872,-896,-1015,-1232,493,2001
1042,118,-313,-621,518,-100,-871,-891,-1007,-1229,500,2006
1021,113,-297,-608,499,-95,-864,-882,-1001,-1225,506,2008
1020,102,-307,-602,504,-105,-873,-889,-1011,-1236,500,2000
1037,123,-303,-621,510,-93,-883,-894,-1018,-1243,498,1998
1048,161,-276,-646,502,-60,-884,-891,-1020,-1244,499,1998
1043,196,-236,-661,480,-23,-890,-895,-1030,-1249,497,1993
1057,234,-212,-687,475,8,-904,-907,-1046,-1263,484,1979
1064,267,-186,-707,465,38,-918,-916,-1054,-1274,474,1969
1065,303,-151,-725,448,73,-937,-931,-1068,-1287,467,1959
1072,322,-139,-738,446,89,-954,-944,-1084,-1299,450,1942
1070,345,-114,-749,432,113,-964,-948,-1090,-1303,442,1935
1062,374,-77,-759,410,146,-968,-945,-1098,-1302,442,1935
1053,403,-39,-769,386,179,-970,-941,-1097,-1296,446,1940
1062,419,-32,-782,387,191,-974,-939,-1092,-1293,446,1940
1084,443,-30,-805,397,204,-980,-939,-1088,-1289,447,1940
1102,478,-13,-831,398,230,-993,-945,-1091,-1292,439,1931
1098,500,13,-840,383,254,-1004,-950,-1092,-1292,435,1926
1095,527,43,-852,366,282,-1014,-954,-1095,-1294,429,1921
1102,556,65,-870,359,308,-1029,-961,-1100,-1297,418,1913
1114,580,77,-888,359,326,-1031,-957,-1094,-1291,422,1917
1121,567,57,-885,372,309,-1026,-947,-1083,-1278,434,1927
1128,536,19,-873,395,275,-1016,-936,-1076,-1262,446,1937
1123,499,-13,-852,408,240,-1006,-926,-1069,-1251,460,1948
1119,472,-36,-837,418,215,-997,-919,-1048,-1242,470,1956
1120,453,-56,-828,428,196,-993,-918,-1037,-1239,469,1956
1120,439,-70,-821,435,182,-990,-924,-1040,-1243,465,1954
1117,425,-81,-812,439,169,-987,-930,-1047,-1250,465,1958
1119,415,-93,-808,446,158,-987,-941,-1061,-1264,460,1952
1106,402,-93,-795,440,152,-984,-952,-1074,-1279,455,1945
1084,387,-86,-777,425,148,-977,-957,-1081,-1287,450,1937
1074,369,-94,-763,424,135,-973,-964,-1092,-1298,445,1932
1079,364,-104,-763,432,127,-972,-970,-1103,-1309,437,1925
1072,358,-103,-756,428,125,-969,-974,-1112,-1317,429,1921
1058,344,-103,-742,421,118,-965,-976,-1118,-1323,419,1915
1047,324,-112,-727,420,103,-963,-977,-1122,-1326,434,1928
1044,307,-126,-717,425,88,-964,-983,-1129,-1331,449,1937
1046,312,-123,-720,425,92,-961,-987,-1138,-1340,444,1929
1055,327,-117,-732,426,102,-951,-980,-1137,-1338,438,1926
1062,325,-126,-735,434,97,-951,-981,-1141,-1344,423,1910
1056,308,-137,-723,437,83,-953,-983,-1146,-1347,417,1906
1046,314,-121,-721,424,94,-945,-975,-1140,-1344,426,1914
1044,326,-107,-726,416,107,-938,-968,-1134,-1340,433,1921
1046,318,-117,-723,422,98,-941,-971,-1137,-1343,425,1916
1046,303,-132,-716,429,83,-946,-976,-1143,-1351,408,1903
1051,291,-149,-712,440,68,-949,-979,-1145,-1356,398,1895
1070,300,-159,-726,455,68,-952,-980,-1146,-1358,404,1897
1051,287,-153,-710,442,64,-949,-983,-1153,-1365,395,1887
1033,281,-141,-698,427,67,-943,-982,-1161,-1368,393,1885
1040,297,-132,-710,426,80,-937,-974,-1156,-1361,414,1902
1039,300,-128,-711,424,83,-935,-974,-1153,-1361,427,1911
1059,289,-159,-715,449,62,-941,-981,-1156,-1369,414,1898
1073,292,-170,-724,462,58,-951,-989,-1160,-1375,403,1891
1070,296,-163,-724,457,64,-955,-990,-1159,-1376,402,1893
1035,279,-145,-698,430,64,-946,-984,-1152,-1372,409,1898
1008,269,-128,-680,408,68,-944,-988,-1155,-1375,410,1896
1026,289,-126,-699,416,79,-947,-990,-1157,-1372,405,1890
1062,316,-135,-730,439,88,-942,-980,-1148,-1361,403,1896
1049,307,-131,-719,430,85,-932,-969,-1142,-1350,415,1911
1026,289,-126,-699,416,79,-933,-975,-1152,-1353,421,1911
1033,289,-133,-702,423,75,-941,-985,-1162,-1359,415,1904
1031,297,-123,-705,417,84,-942,-985,-1163,-1358,406,1901
1036,315,-110,-717,413,100,-941,-982,-1160,-1351,412,1913
1053,316,-126,-726,430,92,-942,-981,-1157,-1346,416,1917
1039,303,-125,-712,422,86,-944,-986,-1161,-1349,414,1911
1032,305,-116,-710,414,92,-943,-984,-1158,-1347,416,1912
1043,305,-127,-715,425,86,-944,-983,-1157,-1345,411,1912
1064,300,-153,-723,449,71,-949,-986,-1161,-1345,411,1919
1066,307,-148,-728,447,77,-949,-986,-1162,-1340,418,1928
1065,298,-156,-723,451,68,-950,-988,-1165,-1340,418,1925
1030,279,-140,-696,425,67,-944,-984,-1164,-1339,412,1919
1010,281,-118,-687,404,79,-943,-987,-1168,-1347,394,1904
1036,290,-135,-704,426,75,-940,-979,-1159,-1339,407,1920
1030,289,-130,-701,420,77,-935,-972,-1154,-1330,434,1939
1023,281,-131,-693,417,72,-941,-977,-1159,-1331,445,1943
1034,291,-132,-704,423,77,-948,-982,-1164,-1336,442,1940
1040,293,-136,-708,428,76,-949,-983,-1164,-1337,430,1935
1033,290,-132,-703,423,76,-951,-986,-1165,-1339,420,1931
1060,305,-144,-724,442,78,-956,-985,-1164,-1340,416,1934
1076,303,-162,-731,459,68,-962,-985,-1166,-1343,412,1932
1054,304,-139,-720,437,80,-960,-981,-1161,-1337,432,1948
1016,304,-101,-701,399,99,-950,-971,-1151,-1328,456,1970
1025,307,-107,-707,406,97,-952,-969,-1147,-1325,464,1976
1057,329,-117,-734,427,103,-956,-966,-1143,-1322,465,1977
1072,336,-125,-745,439,103,-966,-973,-1146,-1328,458,1969
1073,340,-122,-748,438,106,-971,-974,-1146,-1330,456,1967
1066,349,-106,-749,426,119,-972,-975,-1143,-1328,460,1970
1064,362,-91,-754,418,133,-975,-977,-1143,-1327,461,1971
1069,359,-99,-755,424,127,-981,-979,-1144,-1328,452,1964
1079,352,-116,-757,438,115,-991,-984,-1146,-1330,446,1955
1084,351,-122,-759,443,112,-1002,-983,-1144,-1328,447,1954
1088,351,-126,-761,447,110,-1013,-984,-1142,-1327,453,1959
1075,348,-116,-753,436,113,-1014,-987,-1142,-1327,455,1963
1066,328,-127,-738,437,98,-1012,-989,-1144,-1331,452,1961
1072,319,-142,-737,447,86,-1014,-992,-1150,-1334,452,1960
1084,321,-152,-744,458,82,-1010,-989,-1151,-1335,450,1958
1084,324,-149,-745,457,85,-1007,-989,-1150,-1334,448,1958
1084,322,-151,-744,458,83,-1005,-990,-1149,-1332,445,1954
1078,320,-147,-740,453,84,-997,-990,-1149,-1331,441,1946
1057,307,-139,-723,438,81,-983,-988,-1151,-1331,440,1943
1041,301,-129,-712,425,83,-974,-987,-1153,-1333,443,1946
1044,312,-121,-719,423,93,-969,-982,-1149,-1329,449,1950
1047,300,-136,-715,432,79,-962,-978,-1150,-1329,448,1948
1024,286,-127,-696,416,77,-962,-986,-1161,-1341,436,1930
1028,272,-145,-691,427,61,-959,-985,-1164,-1346,428,1920
1057,300,-146,-720,442,74,-960,-982,-1161,-1342,430,1926
1038,295,-132,-708,425,79,-959,-987,-1166,-1348,422,1916
1018,283,-124,-692,411,77,-955,-988,-1169,-1349,426,1918
1029,293,-125,-702,417,81,-960,-988,-1168,-1347,434,1928
1029,281,-137,-696,423,69,-954,-983,-1163,-1342,435,1932
1042,286,-145,-705,434,68,-955,-980,-1161,-1339,439,1937
1041,280,-150,-702,436,62,-959,-984,-1164,-1341,437,1932
1042,278,-153,-701,438,60,-961,-986,-1167,-1342,438,1931
1038,273,-154,-697,436,57,-957,-984,-1169,-1346,426,1918
1030,256,-163,-684,437,44,-942,-971,-1163,-1347,413,1903
1022,246,-165,-675,434,38,-925,-958,-1155,-1341,412,1898
1010,248,-151,-670,421,46,-910,-951,-1151,-1339,415,1892
1003,249,-143,-667,413,50,-900,-939,-1141,-1328,417,1886
1004,245,-148,-666,416,46,-896,-922,-1123,-1307,421,1890
1036,268,-157,-693,437,53,-897,-892,-1080,-1260,451,1915
1067,309,-147,-729,447,78,-909,-856,-1012,-1181,506,1963
1135,370,-154,-794,485,105,-950,-817,-930,-1080,592,2043
1227,458,-158,-884,533,148,-1006,-785,-850,-976,688,2137
1318,525,-182,-963,590,169,-1057,-754,-782,-892,761,2215
1374,532,-231,-994,643,148,-1095,-738,-742,-844,799,2272
1329,509,-209,-960,609,148,-1112,-795,-780,-874,794,2286
1247,490,-146,-910,537,170,-1111,-897,-907,-1002,758,2271
1176,384,-181,-821,519,99,-1057,-937,-1023,-1154,657,2184
1122,221,-290,-713,546,-37,-970,-897,-1074,-1276,504,2039
1086,169,-306,-669,536,-71,-922,-874,-1087,-1326,444,1976
1077,188,-278,-674,518,-48,-914,-893,-1105,-1347,435,1964
1073,210,-252,-683,503,-24,-927,-932,-1137,-1375,427,1955
1065,218,-236,-683,491,-12,-951,-966,-1162,-1399,419,1945
1053,223,-219,-679,476,-1,-961,-979,-1165,-1403,421,1939
1050,244,-195,-688,463,22,-959,-981,-1157,-1398,430,1940
1047,262,-174,-696,451,41,-959,-982,-1150,-1395,437,1946
1052,277,-164,-706,448,54,-955,-978,-1145,-1386,449,1955
1056,284,-161,-711,449,59,-956,-981,-1143,-1382,451,1952
1048,283,-154,-707,441,62,-959,-985,-1139,-1380,453,1949
1035,274,-150,-696,433,59,-959,-984,-1140,-1379,455,1950
1017,269,-137,-684,417,63,-955,-978,-1141,-1374,462,1957
1013,263,-139,-679,416,59,-956,-976,-1145,-1376,463,1954
1026,264,-151,-686,429,54,-959,-974,-1146,-1376,465,1955
1028,262,-155,-686,432,51,-960,-975,-1145,-1372,467,1952
1022,261,-150,-683,426,53,-960,-980,-1147,-1373,466,1944
1017,259,-147,-679,422,53,-960,-985,-1150,-1374,464,1939
1010,253,-146,-673,418,51,-957,-984,-1149,-1371,464,1938
1016,258,-147,-678,422,53,-957,-986,-1150,-1367,461,1934
1021,262,-148,-683,425,54,-956,-990,-1151,-1364,460,1932
1028,266,-151,-688,430,55,-955,-994,-1152,-1359,457,1927
1015,272,-132,-685,414,67,-946,-992,-1145,-1347,463,1931
1016,279,-126,-689,411,74,-940,-991,-1142,-1339,465,1936
1018,270,-137,-685,418,64,-937,-991,-1140,-1332,461,1932
1012,257,-144,-676,418,54,-930,-991,-1136,-1325,459,1928
1010,246,-153,-669,422,44,-924,-989,-1130,-1319,461,1931
1017,247,-159,-673,428,41,-917,-985,-1123,-1312,468,1939
1034,250,-173,-683,444,36,-913,-982,-1117,-1305,469,1943
1036,253,-172,-686,444,38,-905,-975,-1109,-1298,470,1947
1035,262,-162,-690,439,47,-897,-965,-1097,-1284,485,1962
1032,258,-163,-686,438,45,-898,-964,-1091,-1278,491,1968
1030,251,-168,-682,439,39,-900,-966,-1091,-1277,489,1966
1033,243,-179,-679,446,29,-906,-968,-1091,-1277,484,1961
1029,240,-178,-676,444,28,-912,-972,-1093,-1277,482,1961
1034,253,-170,-685,442,39,-914,-969,-1092,-1269,485,1963
1038,267,-160,-694,439,51,-917,-965,-1093,-1261,488,1969
1030,272,-147,-692,429,60,-921,-966,-1098,-1256,491,1972
1033,277,-145,-696,429,63,-929,-969,-1100,-1256,485,1964
1041,287,-143,-705,432,69,-934,-966,-1093,-1250,482,1962
1044,295,-138,-711,431,76,-938,-962,-1083,-1242,487,1970
1038,299,-128,-710,423,83,-942,-962,-1076,-1235,493,1976
1042,304,-127,-714,425,86,-946,-959,-1063,-1225,502,1982
1034,307,-116,-712,415,93,-946,-952,-1045,-1213,510,1986
1039,315,-113,-718,416,98,-953,-951,-1031,-1212,505,1979
1049,330,-108,-731,419,108,-961,-950,-1021,-1211,501,1977
1061,342,-108,-743,425,114,-969,-945,-1006,-1201,507,1982
1065,351,-103,-749,424,121,-973,-938,-988,-1190,515,1987
1063,341,-111,-743,427,112,-973,-929,-965,-1177,520,1990
1065,334,-120,-741,433,104,-974,-921,-946,-1162,526,1996
1069,338,-120,-745,435,106,-978,-915,-942,-1151,524,1993
1079,343,-125,-752,442,106,-982,-911,-942,-1143,517,1985
1084,341,-132,-754,448,102,-986,-906,-939,-1134,519,1988
1087,336,-140,-753,454,95,-989,-902,-936,-1126,527,1994
1085,341,-133,-754,449,101,-992,-901,-936,-1119,533,1997
1088,343,-134,-757,451,102,-995,-900,-937,-1115,537,2003
1102,345,-146,-765,464,97,-1004,-906,-946,-1120,536,2005
1088,345,-132,-758,450,104,-1006,-915,-960,-1130,535,2004
1078,357,-110,-759,434,121,-1010,-928,-978,-1143,536,2007
1081,370,-100,-767,431,132,-1014,-940,-996,-1161,534,2009
1073,374,-88,-765,421,140,-1012,-951,-1015,-1183,528,2007
1072,380,-81,-767,417,147,-1008,-959,-1031,-1203,521,2000
1076,380,-85,-769,421,145,-1012,-975,-1056,-1229,503,1985
1080,377,-92,-770,426,140,-1013,-991,-1078,-1251,494,1977
1056,365,-80,-752,408,140,-1011,-1003,-1095,-1269,489,1975
1041,349,-81,-736,401,131,-1010,-1010,-1107,-1281,484,1971
1038,339,-88,-730,403,123,-1010,-1020,-1121,-1293,476,1966
1050,336,-103,-734,417,114,-1004,-1021,-1127,-1297,472,1968
1049,333,-105,-732,417,111,-990,-1016,-1127,-1296,476,1973
1040,329,-100,-726,410,112,-978,-1010,-1126,-1295,476,1971
1028,320,-97,-715,403,109,-974,-1011,-1129,-1299,474,1970
1035,314,-110,-716,413,99,-972,-1013,-1134,-1305,469,1961
1044,306,-127,-716,426,87,-971,-1012,-1134,-1305,467,1960
1046,300,-135,-714,431,80,-971,-1013,-1137,-1307,469,1962
1038,286,-141,-703,430,70,-972,-1017,-1144,-1315,466,1955
1046,281,-154,-705,440,61,-975,-1021,-1149,-1321,462,1953
1056,287,-158,-713,447,62,-978,-1022,-1149,-1319,465,1954
1032,289,-132,-702,422,76,-971,-1014,-1141,-1311,474,1953
1037,291,-135,-705,426,75,-972,-1012,-1137,-1307,480,1968
1032,295,-126,-705,419,82,-971,-1015,-1139,-1310,483,1970
1030,292,-127,-702,419,80,-973,-1017,-1142,-1315,481,1971
1042,298,-133,-711,428,80,-980,-1021,-1147,-1322,473,1958
1050,288,-151,-710,441,66,-989,-1028,-1153,-1330,458,1943
1047,284,-152,-707,440,63,-991,-1028,-1155,-1333,454,1945
1038,293,-134,-707,426,77,-989,-1022,-1151,-1329,463,1955
1040,302,-127,-712,424,85,-983,-1013,-1144,-1323,476,1963
1050,299,-140,-716,435,77,-977,-1006,-1141,-1322,476,1956
1050,306,-133,-719,432,84,-981,-1010,-1147,-1328,479,1955
1046,305,-130,-717,428,85,-988,-1016,-1155,-1335,475,1956
1053,282,-160,-709,447,58,-995,-1025,-1165,-1345,460,1944
1049,275,-163,-703,446,53,-992,-1023,-1163,-1348,461,1949
1026,282,-133,-695,420,72,-982,-1015,-1153,-1344,472,1956
1021,291,-119,-697,410,83,-973,-1007,-1143,-1338,481,1962
1030,290,-129,-701,420,78,-972,-1007,-1143,-1342,485,1965
1032,297,-124,-706,418,84,-972,-1010,-1145,-1349,486,1961
1033,304,-118,-710,416,90,-971,-1008,-1140,-1347,492,1966
1035,301,-123,-709,419,86,-969,-1008,-1137,-1345,483,1962
1025,297,-117,-702,411,87,-969,-1010,-1135,-1345,478,1962
1035,301,-123,-709,419,86,-971,-1011,-1133,-1345,479,1959
1046,308,-127,-718,427,88,-966,-1007,-1126,-1338,488,1966
1031,299,-121,-706,416,86,-968,-1013,-1128,-1341,483,1956
1027,290,-126,-700,417,79,-974,-1019,-1132,-1345,476,1948
1033,286,-136,-701,425,72,-975,-1020,-1134,-1346,466,1939
1035,293,-131,-705,423,78,-972,-1021,-1132,-1344,464,1939
1038,309,-118,-715,418,93,-970,-1017,-1126,-1336,474,1947
1038,303,-124,-712,421,87,-975,-1021,-1129,-1336,473,1947
1044,305,-128,-716,426,86,-971,-1017,-1126,-1333,471,1949
996,300,-85,-689,381,105,-949,-999,-1109,-1316,489,1970
1013,296,-106,-696,400,92,-959,-1008,-1119,-1325,477,1960
1038,302,-125,-711,422,86,-966,-1014,-1123,-1329,473,1956
1057,324,-122,-732,430,98,-968,-1011,-1119,-1324,479,1962
1052,328,-113,-731,423,105,-972,-1012,-1118,-1322,484,1966
1048,341,-96,-736,412,120,-974,-1009,-1114,-1318,492,1972
1049,334,-104,-733,417,112,-976,-1008,-1115,-1318,483,1964
1043,330,-102,-728,413,111,-982,-1011,-1119,-1321,470,1955
1049,339,-99,-735,414,117,-985,-1010,-1118,-1318,476,1964
1050,340,-99,-736,415,118,-982,-1010,-1118,-1318,476,1964
1048,333,-104,-732,416,112,-987,-1015,-1124,-1323,466,1958
1052,331,-110,-733,421,108,-993,-1019,-1125,-1321,475,1969
1065,350,-104,-749,425,120,-999,-1021,-1121,-1312,505,1997
1062,367,-84,-756,413,139,-1000,-1023,-1119,-1309,520,2009
1050,356,-83,-744,407,134,-1002,-1025,-1119,-1308,517,2012
1064,357,-96,-752,420,128,-1016,-1029,-1120,-1307,514,2011
1078,363,-104,-762,431,127,-1030,-1032,-1120,-1306,510,2009
1080,365,-104,-764,432,128,-1037,-1035,-1120,-1302,508,2012
1080,360,-109,-761,435,123,-1041,-1041,-1123,-1302,506,2019
1076,338,-127,-748,442,103,-1038,-1047,-1131,-1308,492,2009
1075,322,-142,-740,449,87,-1035,-1049,-1136,-1312,481,2002
1076,310,-155,-734,456,75,-1031,-1050,-1139,-1315,470,1994
1074,314,-149,-735,452,80,-1027,-1050,-1136,-1311,473,1998
1083,318,-154,-742,459,79,-1025,-1045,-1128,-1305,472,1999
1071,318,-142,-736,447,85,-1016,-1044,-1125,-1304,465,1990
1048,310,-127,-720,428,89,-1008,-1047,-1126,-1305,469,1995
1042,307,-124,-716,423,89,-1000,-1045,-1124,-1302,480,2004
1041,297,-133,-710,427,79,-993,-1039,-1120,-1301,485,2009
1036,280,-145,-699,431,65,-988,-1037,-1122,-1304,480,2006
1035,260,-164,-689,440,45,-979,-1030,-1118,-1302,481,2009
1028,227,-190,-669,449,16,-968,-1019,-1113,-1300,481,2008
1024,181,-232,-644,468,-28,-954,-1009,-1106,-1294,484,2011
1023,125,-287,-615,495,-84,-937,-994,-1091,-1280,495,2025
1028,73,-344,-592,526,-138,-921,-976,-1075,-1267,510,2040
1034,39,-384,-578,549,-175,-907,-960,-1059,-1256,522,2050
1033,22,-400,-569,557,-192,-903,-954,-1053,-1254,529,2058
1037,35,-391,-577,554,-181,-908,-959,-1061,-1262,523,2051
1034,58,-365,-587,540,-156,-912,-961,-1065,-1269,520,2046
1017,65,-341,-582,519,-141,-908,-958,-1063,-1271,521,2046
1011,65,-335,-579,513,-138,-902,-957,-1066,-1279,511,2032
1017,65,-341,-582,519,-141,-892,-949,-1068,-1292,492,2009
1004,62,-331,-574,508,-137,-877,-943,-1067,-1301,477,1985
974,65,-298,-561,476,-119,-855,-930,-1054,-1295,483,1983
975,72,-292,-565,474,-113,-840,-910,-1029,-1277,495,1990
999,77,-311,-579,495,-120,-838,-891,-1002,-1252,511,2001
1032,108,-313,-611,513,-105,-847,-868,-962,-1204,544,2029
1080,156,-313,-659,537,-81,-871,-829,-890,-1124,597,2076
1152,248,-293,-741,563,-25,-916,-785,-804,-1025,676,2156
1242,355,-276,-840,599,37,-969,-749,-734,-939,748,2235
1342,413,-318,-919,670,45,-1034,-715,-682,-874,789,2291
1373,427,-335,-941,694,44,-1084,-720,-670,-849,806,2327
1321,461,-249,-932,625,104,-1111,-817,-752,-912,790,2328
1233,456,-166,-886,540,143,-1104,-934,-910,-1057,734,2279
1159,336,-212,-789,526,59,-1032,-957,-1030,-1212,600,2148
1115,231,-273,-714,534,-24,-958,-934,-1099,-1323,473,2021
1092,234,-247,-704,510,-9,-939,-945,-1130,-1363,439,1981
1073,280,-182,-718,468,46,-952,-980,-1157,-1383,440,1977
1065,322,-132,-735,439,92,-988,-1024,-1196,-1412,429,1965
1061,345,-105,-744,423,117,-1018,-1062,-1237,-1441,411,1946
1056,358,-87,-748,412,133,-1029,-1083,-1258,-1453,396,1925
1047,373,-63,-751,395,152,-1022,-1079,-1256,-1445,404,1928
1032,389,-32,-752,372,176,-1007,-1068,-1247,-1432,421,1942
1028,408,-9,-759,359,197,-1007,-1071,-1251,-1435,417,1937
1025,428,14,-768,346,218,-1018,-1083,-1263,-1446,404,1923
1027,451,35,-780,336,240,-1025,-1093,-1277,-1457,390,1910
1032,481,60,-798,326,268,-1033,-1103,-1289,-1463,382,1903
1037,517,91,-818,313,301,-1041,-1113,-1304,-1469,372,1891
1039,531,103,-826,308,314,-1047,-1121,-1322,-1472,360,1881
1031,498,78,-806,317,285,-1043,-1118,-1326,-1463,360,1881
1028,451,34,-781,337,240,-1021,-1098,-1314,-1440,379,1899
1021,424,14,-764,344,216,-997,-1075,-1294,-1418,401,1916
1018,396,-11,-748,355,190,-982,-1060,-1275,-1401,418,1929
1024,371,-42,-739,373,162,-976,-1050,-1245,-1386,432,1942
1028,343,-74,-727,391,132,-976,-1048,-1218,-1382,428,1937
1026,339,-76,-724,391,129,-973,-1042,-1194,-1372,438,1945
1022,345,-66,-725,384,137,-966,-1033,-1172,-1360,454,1956
1037,351,-75,-735,396,135,-966,-1030,-1156,-1352,454,1953
1039,339,-89,-730,404,122,-966,-1029,-1144,-1348,440,1941
1039,330,-98,-726,409,113,-957,-1020,-1125,-1338,442,1943
1036,324,-101,-721,409,109,-948,-1013,-1108,-1327,460,1956
1037,316,-110,-718,414,100,-953,-1018,-1103,-1329,471,1960
1036,312,-113,-715,415,97,-958,-1019,-1097,-1328,474,1960
1033,318,-104,-717,409,104,-954,-1013,-1088,-1323,473,1960
1037,320,-106,-720,412,104,-958,-1018,-1093,-1329,458,1947
1047,324,-112,-727,420,103,-963,-1018,-1097,-1334,448,1941
1044,323,-110,-725,417,104,-963,-1015,-1095,-1332,448,1941
1058,325,-122,-733,430,99,-970,-1017,-1096,-1331,450,1941
1066,330,-125,-739,436,100,-970,-1014,-1095,-1326,455,1944
1045,342,-92,-735,409,122,-961,-1002,-1085,-1312,470,1957
1032,340,-81,-727,397,127,-967,-1005,-1089,-1313,472,1954
1043,340,-92,-733,408,121,-975,-1010,-1094,-1316,470,1950
1056,340,-105,-739,421,115,-978,-1010,-1095,-1316,468,1948
1071,348,-112,-751,432,115,-976,-1004,-1091,-1311,473,1955
1059,346,-102,-744,421,119,-974,-1000,-1092,-1305,482,1961
1053,343,-99,-739,416,119,-972,-992,-1093,-1296,490,1965
1052,349,-92,-742,412,126,-974,-986,-1082,-1287,496,1971
1077,359,-107,-759,432,123,-981,-983,-1070,-1279,497,1971
1078,365,-102,-763,430,129,-981,-980,-1063,-1271,498,1971
1066,356,-99,-752,423,126,-978,-974,-1051,-1262,494,1967
1070,356,-103,-754,427,124,-985,-971,-1048,-1256,493,1966
1090,363,-116,-768,443,121,-991,-968,-1043,-1249,494,1965
1093,368,-114,-772,444,124,-988,-956,-1025,-1238,499,1970
1100,379,-110,-781,445,132,-986,-945,-1011,-1226,503,1975
1108,377,-120,-784,454,126,-985,-937,-1003,-1212,508,1978
1105,371,-123,-779,454,121,-988,-932,-996,-1200,514,1984
1099,366,-122,-774,451,119,-989,-929,-992,-1195,518,1987
1116,372,-133,-785,465,117,-996,-929,-989,-1192,513,1982
1126,374,-141,-791,474,114,-1001,-927,-988,-1187,508,1982
1115,369,-135,-783,465,114,-998,-926,-990,-1181,516,1991
1130,380,-139,-796,475,118,-1000,-927,-993,-1175,526,1998
1114,363,-140,-780,467,109,-999,-933,-1005,-1180,519,1994
1111,363,-137,-778,464,110,-1005,-945,-1024,-1191,513,1991
1128,360,-157,-785,483,99,-1006,-955,-1041,-1205,508,1988
1132,361,-160,-788,486,98,-999,-959,-1054,-1218,507,1991
1124,371,-142,-789,473,112,-989,-963,-1066,-1230,518,2002
1102,357,-134,-771,458,109,-989,-979,-1090,-1253,510,1996
1091,338,-142,-756,457,95,-995,-997,-1113,-1276,499,1991
1082,328,-143,-746,453,90,-988,-999,-1120,-1284,495,1993
1071,322,-138,-738,445,89,-977,-1000,-1127,-1292,487,1989
1084,321,-152,-744,458,82,-981,-1012,-1142,-1306,481,1982
1078,307,-160,-734,459,71,-983,-1024,-1159,-1325,469,1969
1073,307,-155,-731,454,73,-973,-1017,-1161,-1327,465,1967
1074,317,-146,-737,450,83,-966,-1013,-1164,-1327,471,1973
1052,308,-133,-721,433,85,-961,-1014,-1173,-1332,468,1967
1035,291,-133,-704,424,76,-962,-1017,-1184,-1338,466,1967
1054,292,-151,-714,443,68,-963,-1015,-1190,-1338,468,1971
1071,300,-160,-727,456,67,-972,-1023,-1198,-1344,467,1972
1079,303,-165,-732,462,66,-975,-1027,-1199,-1347,460,1968
1043,283,-149,-704,436,64,-968,-1025,-1198,-1345,461,1968
1044,283,-150,-705,437,64,-970,-1024,-1202,-1348,451,1958
1057,292,-154,-716,446,66,-968,-1023,-1199,-1351,450,1960
1059,295,-153,-718,446,68,-963,-1020,-1195,-1350,461,1966
1058,293,-154,-717,446,67,-963,-1022,-1195,-1352,461,1964
1064,293,-160,-720,452,64,-967,-1023,-1195,-1353,456,1960
1074,296,-167,-726,461,62,-969,-1027,-1196,-1357,450,1954
1042,296,-135,-710,429,78,-956,-1019,-1189,-1354,458,1962
1025,298,-116,-703,411,88,-956,-1020,-1187,-1353,463,1967
1039,299,-129,-710,424,82,-964,-1025,-1191,-1358,452,1956
1054,298,-145,-717,440,74,-968,-1027,-1194,-1361,445,1949
1053,305,-137,-720,435,81,-968,-1025,-1192,-1359,447,1950
1055,311,-133,-724,434,86,-968,-1026,-1190,-1358,448,1953
1059,311,-137,-726,438,84,-967,-1021,-1183,-1353,460,1961
1043,304,-128,-715,426,85,-968,-1024,-1182,-1355,466,1963
1029,288,-130,-700,420,76,-968,-1027,-1184,-1361,456,1952
1041,300,-130,-712,426,82,-961,-1015,-1173,-1353,453,1950
1055,316,-128,-727,432,91,-956,-1007,-1166,-1346,458,1954
1060,320,-129,-731,435,93,-963,-1015,-1174,-1355,449,1943
1073,323,-139,-739,446,89,-969,-1019,-1178,-1360,435,1930
1060,327,-122,-735,431,100,-967,-1016,-1173,-1353,449,1946
1041,314,-116,-719,419,96,-964,-1014,-1171,-1348,468,1964
1031,304,-116,-709,414,91,-958,-1009,-1165,-1345,475,1967
